id,url,user_id,user_screenname,timestamp,text,lang,coordinates,uniq_rt_hash,reply_to_user,reply_to_id
"554836603588591617","https://twitter.com/EMGurevitch/statuses/554836603588591617","EMGurevitch","Eric M Gurevitch","2015-01-13T05:05:29","""RT @AIMEproject: Working @medialab_ScPo on the new datamodel using graph database for preparing the #opensource release in June 2015 http://twitter.com/AIMEproject/status/552796792304459776/photo/1""","en",,"a1f92189fbeff3dae9d6bf75e5ef4f37",,
"554742799405678592","https://twitter.com/juliettedm/statuses/554742799405678592","juliettedm","Juliette De Maeyer","2015-01-12T22:52:44","""Enfin! RT @victorwiard: la question est posée """"Entretien avec Bruno Latour: Les médias sont-ils un mode d’existence?"""" http://www.modesofexistence.org//entretien-avec-bruno-latour-les-medias-sont-ils-un-mode-d%27existence/""","fr",,"ea62eb01314e5dd42b8f8b6c0659a42d",,
"554709122160271360","https://twitter.com/victorwiard/statuses/554709122160271360","victorwiard","victor wiard","2015-01-12T20:38:55","""@juliettedm, la question est posée! """"Entretien avec Bruno Latour : Les médias sont-ils un mode d’existence ?"""" http://www.modesofexistence.org//entretien-avec-bruno-latour-les-medias-sont-ils-un-mode-d%27existence/""","fr",,"eda312ae14059c75caceb3f5e5452e09","juliettedm",
"554680321242042368","https://twitter.com/Funkarino/statuses/554680321242042368","Funkarino","Mauricio Savarino","2015-01-12T18:44:28","""""""Not only anthropologists studies the cultures"""" http://www.revistaanfibia.com/ya-no-solo-los-antropologos-estudiamos-las-culturas/ other disciplines has begun to study the human actions #brunolatour""","en",,"cd8b31422bc7609183eb4bdeef6bed8c",,
"554656725610287105","https://twitter.com/jenkenned/statuses/554656725610287105","jenkenned","Jen","2015-01-12T17:10:43","""""""Technology is society made durable."""" #brunolatour""","en",,"c56847eefd27ac32875ca7ab48b5c53b",,
"554215987617484800","https://twitter.com/TPBlake/statuses/554215987617484800","TPBlake","Terence Blake","2015-01-11T11:59:22","""RT @AIMEproject: @TPBlake merci pour le français - c'est un beau geste- mais nous préparons notre réponse en anglais pour qu'elle serve à plus de monde.""","fr",,"1abc78cf386921a2bcdb35d26235dfa8",,
"554114569325776896","https://twitter.com/printedcities/statuses/554114569325776896","printedcities","Jasper","2015-01-11T05:16:22","""RT @AIMEproject: The importance of religion [REL] in AIME troubles readers as if religion & it's link with politics wasn't part of anthropology of modernity.""","en",,"530dd5c669472a1a7e05468b46773da3",,
"554114194170478593","https://twitter.com/printedcities/statuses/554114194170478593","printedcities","Jasper","2015-01-11T05:14:53","""RT @AIMEproject: Topology of modes & topology of domains are very distinct, domains have border like states, not modes that are networky, see  [RES.PRE]""","en",,"2521a12516de49ad50671188279ae9e0",,
"554097545337896960","https://twitter.com/bofill_jorge/statuses/554097545337896960","bofill_jorge","Puerco Espín","2015-01-11T04:08:44","""RT @revistaanfibia: La antropóloga Cecilia Hidalgo (@idaesoficial) entrevista a #BrunoLatour http://www.revistaanfibia.com/ya-no-solo-los-antropologos-estudiamos-las-culturas/ http://twitter.com/revistaanfibia/status/547066621915713536/photo/1""","es",,"4702071906cc6e05ddea9a2f89f4327d",,
"554077798680526849","https://twitter.com/ManenaAc/statuses/554077798680526849","ManenaAc","Maria Elena Acuña","2015-01-11T02:50:16","""RT @revistaanfibia: La antropóloga Cecilia Hidalgo (@idaesoficial) entrevista a #BrunoLatour http://www.revistaanfibia.com/ya-no-solo-los-antropologos-estudiamos-las-culturas/ http://twitter.com/revistaanfibia/status/547066621915713536/photo/1""","es",,"4702071906cc6e05ddea9a2f89f4327d",,
"554004032868872193","https://twitter.com/absentminddmama/statuses/554004032868872193","absentminddmama","revnia in absentia","2015-01-10T21:57:08","""RT @muziejus: #mla15 #s455 We have to describe modes of existence using their own language, but this is also tied in with a process of redescription.""","en",,"62b177f74b3e49eb5ebb325fe04c6e1e",,
"554003780443058177","https://twitter.com/absentminddmama/statuses/554003780443058177","absentminddmama","revnia in absentia","2015-01-10T21:56:08","""RT @muziejus: #mla15 #s455 Not a lot of people braving the early morning talk on Latour’s AIME http://www.modesofexistence.org""","en",,"4a9830c4f6cbde9ab6cbe0e6bf5d88f3",,
"553961459705982976","https://twitter.com/muziejus/statuses/553961459705982976","muziejus","M. P. de Sá Pereira","2015-01-10T19:07:58","""#mla15 #s455 We have to describe modes of existence using their own language, but this is also tied in with a process of redescription.""","en",,"62b177f74b3e49eb5ebb325fe04c6e1e",,
"553953370701299712","https://twitter.com/muziejus/statuses/553953370701299712","muziejus","M. P. de Sá Pereira","2015-01-10T18:35:50","""#mla15 #s455 Not a lot of people braving the early morning talk on Latour’s AIME http://www.modesofexistence.org""","en",,"4a9830c4f6cbde9ab6cbe0e6bf5d88f3",,
"553853495720558592","https://twitter.com/TPBlake/statuses/553853495720558592","TPBlake","Terence Blake","2015-01-10T11:58:58","""@TPBlake @AIMEproject Je vous ai cité dans mon histoire  """"LATOUR'S ELITIST ONTOLOGY: the tyranny of experts"""" http://sfy.co/gx0z""","fr",,"d5cd5ffc0ad15bfcda6f40b33f523c88","TPBlake",
"553851605435809792","https://twitter.com/TPBlake/statuses/553851605435809792","TPBlake","Terence Blake","2015-01-10T11:51:27","""Latour applies the same élitist grid that he uses for science (experts vs people, modes vs domains) to religion @AIMEproject""","en",,"ea51d2298ab9858651ddeb6ce34cd8dd",,
"553850838243082240","https://twitter.com/TPBlake/statuses/553850838243082240","TPBlake","Terence Blake","2015-01-10T11:48:24","""Religious enunciation is not predication. @AIMEproject""","en",,"fd01e6ba2260d67154893c6f1d4639c5",,
"553731429708742656","https://twitter.com/affirmrisk/statuses/553731429708742656","affirmrisk","Puneet Kukreja","2015-01-10T03:53:55","""Objects are infinite in their qualities and modes of existence, no single, specific, human view can claim to represent absolutism. #unlearn""","en",,"20feaa8c44d907103dad3eb7dda87df8",,
"553591967398260737","https://twitter.com/zv99/statuses/553591967398260737","zv99","zsuzsanna vargha","2015-01-09T18:39:44","""RT @AIMEproject: Contribution by Giraudeau as a result of our workshop [ORG] (2013!)  """"Inclined Plans: On the Mechanics of Capitalism"""" http://www.modesofexistence.org/inquiry/index.php/site/index""","en",,"d44ed1869f074187d8d6d1f63aa5167b",,
"553588580602638336","https://twitter.com/AbiLianneWright/statuses/553588580602638336","AbiLianneWright","AbiLia","2015-01-09T18:26:17","""Modes of Existence""","en",,"cce7627fa883755c4f77eb80f30fc435",,
"553577923320745984","https://twitter.com/AIMEproject/statuses/553577923320745984","AIMEproject","AIME","2015-01-09T17:43:56","""Contribution by Giraudeau as a result of our workshop [ORG] (2013!)  """"Inclined Plans: On the Mechanics of Capitalism"""" http://www.modesofexistence.org/inquiry/index.php/site/index""","en",,"d44ed1869f074187d8d6d1f63aa5167b",,
"553553714896969728","https://twitter.com/marcielestevam/statuses/553553714896969728","marcielestevam","Marciel Estevam","2015-01-09T16:07:44","""Pré-Modernos? Modernos? Pós-Modernos? #antuerj #brunolatour #doutoradohard http://instagram.com/p/xos8zRxB4P/""","pt",,"1908d426cdc8d0e19b0855a8c8615d07",,
"553535898139521024","https://twitter.com/Funkarino/statuses/553535898139521024","Funkarino","Mauricio Savarino","2015-01-09T14:56:56","""RT @AIMEproject: Hence the crucial role of [PRE]position that is a mix of philosophy & anthropology that keeps the pluralism of modes open against hegemony.""","en",,"1177ff4590b71d1d99862c99ffa47e5f",,
"553484248167235584","https://twitter.com/AvenueCentrale/statuses/553484248167235584","AvenueCentrale","Avenue Centrale","2015-01-09T11:31:42","""RT @AIMEproject: """"Entretien avec Bruno Latour : Les médias sont-ils un mode d’existence"""" (juin 2014) par Yves Citton http://www.modesofexistence.org/entretien-avec-bruno-latour-les-medias-sont-ils-un-mode-d'existence/ #brunolatour""","fr",,"efe03d4e39e6eb7a9af1fb209e62898f",,
"553370188218118144","https://twitter.com/astangl/statuses/553370188218118144","astangl","andre stangl","2015-01-09T03:58:28","""Entrevista com Bruno Latour (@AIMEproject) - Os meios de comunicação são um modo de existência? - http://wiki-translate.wikispaces.com/Os+meios+de+comunica%C3%A7%C3%A3o+s%C3%A3o+um+modo+de+exist%C3%AAncia%3F via @tigubarcelos""","pt",,"27601a445218390bcfe047b30f3b291a",,
"553221181881720832","https://twitter.com/OhSo_B/statuses/553221181881720832","OhSo_B","Just B ","2015-01-08T18:06:22","""authenticity denotes emotionally appropriate, significant, PURPOSIVE & responsible modes of existence""","en",,"2f6cbcd5652b2ff492a487503873bc6e",,
"553216415160098816","https://twitter.com/tigubarcelos/statuses/553216415160098816","tigubarcelos","Tiago Barcelos","2015-01-08T17:47:26","""@TacyanaArce @GeaneAlzamora @carlosdand @joanaziller http://www.modesofexistence.org/entretien-avec-bruno-latour-les-medias-sont-ils-un-mode-d'existence/""","und",,"cb78be33db718828bfa0f66a5fd16edc","TacyanaArce",
"553216222121435136","https://twitter.com/tigubarcelos/statuses/553216222121435136","tigubarcelos","Tiago Barcelos","2015-01-08T17:46:40","""RT @AIMEproject: """"Entretien avec Bruno Latour : Les médias sont-ils un mode d’existence"""" (juin 2014) par Yves Citton http://www.modesofexistence.org/entretien-avec-bruno-latour-les-medias-sont-ils-un-mode-d'existence/ #brunolatour""","fr",,"efe03d4e39e6eb7a9af1fb209e62898f",,
"553211761395257344","https://twitter.com/AIMEproject/statuses/553211761395257344","AIMEproject","AIME","2015-01-08T17:28:56","""@arminlinke""","und",,"c88dbb29af40e4b756ba75c4a45c8b5d","AIMEproject","552038658325614593"
"553211507581145088","https://twitter.com/AIMEproject/statuses/553211507581145088","AIMEproject","AIME","2015-01-08T17:27:56","""Pleased to publish a new contribution by @nimamadjzubi To tame desires, to measure pleasure, to assume interest [ATT] http://www.modesofexistence.org/inquiry/index.php/site/index""","en",,"940f1fbeae6814d33e76d92ecf5e55ca",,
"553209418717085696","https://twitter.com/politechnicart/statuses/553209418717085696","politechnicart","politechnicart","2015-01-08T17:19:38","""""""Entretien avec Bruno Latour : Les médias sont-ils un mode d’existence"""" (juin 2014) par Yves Citton http://www.modesofexistence.org/entretien-avec-bruno-latour-les-medias-sont-ils-un-mode-d'existence/  #L3""","fr",,"28d52efc5c9e05223a61fbf680184e6e",,
"553209241251876864","https://twitter.com/laurenceallard/statuses/553209241251876864","laurenceallard","Laurence Allard","2015-01-08T17:18:55","""RT @AIMEproject: """"Entretien avec Bruno Latour : Les médias sont-ils un mode d’existence"""" (juin 2014) par Yves Citton http://www.modesofexistence.org/entretien-avec-bruno-latour-les-medias-sont-ils-un-mode-d'existence/ #brunolatour""","fr",,"efe03d4e39e6eb7a9af1fb209e62898f",,
"553209077724352513","https://twitter.com/AIMEproject/statuses/553209077724352513","AIMEproject","AIME","2015-01-08T17:18:16","""""""Entretien avec Bruno Latour : Les médias sont-ils un mode d’existence"""" (juin 2014) par Yves Citton http://www.modesofexistence.org/entretien-avec-bruno-latour-les-medias-sont-ils-un-mode-d'existence/ #brunolatour""","fr",,"efe03d4e39e6eb7a9af1fb209e62898f",,
"553199447241261056","https://twitter.com/jejakmat/statuses/553199447241261056","jejakmat","Rhino Ariefiansyah","2015-01-08T16:40:00","""RT @AIMEproject: Working @medialab_ScPo on the new datamodel using graph database for preparing the #opensource release in June 2015 http://twitter.com/AIMEproject/status/552796792304459776/photo/1""","en",,"a1f92189fbeff3dae9d6bf75e5ef4f37",,
"553195308591894529","https://twitter.com/Optichiasm/statuses/553195308591894529","Optichiasm","donato ricci","2015-01-08T16:23:34","""RT @AIMEproject: Working @medialab_ScPo on the new datamodel using graph database for preparing the #opensource release in June 2015 http://twitter.com/AIMEproject/status/552796792304459776/photo/1""","en",,"a1f92189fbeff3dae9d6bf75e5ef4f37",,
"553115857728331776","https://twitter.com/eraser/statuses/553115857728331776","eraser","eraser juⒶnjo * ✘ ★","2015-01-08T11:07:51","""RT @estacioncadeaux An Inquiry Into the Modes of Existence - http://www.modesofexistence.org/#the-project by @aime""","en",,"9f6093a2cd183b79ae5ea7813a1085a4",,
"553082443453198336","https://twitter.com/estacioncadeaux/statuses/553082443453198336","estacioncadeaux","estacion cadeaux","2015-01-08T08:55:04","""An Inquiry Into the Modes of Existence - http://www.modesofexistence.org/#the-project @AIMEproject Bruno Latour""","en",,"2deb54b06440ef537d17b10a94224a9b",,
"552890914205478912","https://twitter.com/mnacedillo/statuses/552890914205478912","mnacedillo","mAriAniiissssSs","2015-01-07T20:14:00","""RT @visualantro: Ya no solo los antropólogos estudiamos las culturas @AIMEproject http://www.revistaanfibia.com/ya-no-solo-los-antropologos-estudiamos-las-culturas/""","es",,"0a72caa1446183b39cdf0b35f777afdd",,
"552872202174205953","https://twitter.com/breton_fanny/statuses/552872202174205953","breton_fanny","FannyBreton","2015-01-07T18:59:39","""RT @nolwennmaudet: petit rappel de #BrunoLatour, plus que jamais d'actualité : """"On ne devrait jamais parler de """"données"""" mais toujours """"d'obtenues"""" #bigdata""","fr",,"b41f6f98a96a5605f6bc6bb05bdd29e8",,
"552812297664880640","https://twitter.com/RobinBantigny/statuses/552812297664880640","RobinBantigny","Robin Bantigny","2015-01-07T15:01:37","""RT @AIMEproject: Working @medialab_ScPo on the new datamodel using graph database for preparing the #opensource release in June 2015 http://twitter.com/AIMEproject/status/552796792304459776/photo/1""","en",,"a1f92189fbeff3dae9d6bf75e5ef4f37",,
"552807294279630848","https://twitter.com/lozknowles/statuses/552807294279630848","lozknowles","Loz Knowles","2015-01-07T14:41:44","""RT @AIMEproject: Working @medialab_ScPo on the new datamodel using graph database for preparing the #opensource release in June 2015 http://twitter.com/AIMEproject/status/552796792304459776/photo/1""","en",,"a1f92189fbeff3dae9d6bf75e5ef4f37",,
"552805252509233153","https://twitter.com/Linkurious/statuses/552805252509233153","Linkurious","linkurious","2015-01-07T14:33:37","""RT @AIMEproject: Working @medialab_ScPo on the new datamodel using graph database for preparing the #opensource release in June 2015 http://twitter.com/AIMEproject/status/552796792304459776/photo/1""","en",,"a1f92189fbeff3dae9d6bf75e5ef4f37",,
"552804945112891393","https://twitter.com/apetitodelojo/statuses/552804945112891393","apetitodelojo","DG","2015-01-07T14:32:24","""@AIMEproject @medialab_ScPo great! Keep us updated...(can see BL """"in the shadows"""" looking at the visualization)""","en",,"1dfd61fd99dcd26de09795d166cc3357","AIMEproject","552796792304459776"
"552804180033695744","https://twitter.com/bio_karneia/statuses/552804180033695744","bio_karneia","Theodoros Kyriakides","2015-01-07T14:29:21","""RT @TPBlake: The answer seems to be: by being less ontological and more anthropological @AIMEproject""","en",,"98f5d8c0ed26e1845f24128bf6c04ce7",,
"552799031064543232","https://twitter.com/karlpalmas/statuses/552799031064543232","karlpalmas","Karl Palmås","2015-01-07T14:08:54","""RT @AIMEproject: Working @medialab_ScPo on the new datamodel using graph database for preparing the #opensource release in June 2015 http://twitter.com/AIMEproject/status/552796792304459776/photo/1""","en",,"a1f92189fbeff3dae9d6bf75e5ef4f37",,
"552797138955288577","https://twitter.com/medialab_ScPo/statuses/552797138955288577","medialab_ScPo","medialab_ScPo","2015-01-07T14:01:23","""RT @AIMEproject: Working @medialab_ScPo on the new datamodel using graph database for preparing the #opensource release in June 2015 http://twitter.com/AIMEproject/status/552796792304459776/photo/1""","en",,"a1f92189fbeff3dae9d6bf75e5ef4f37",,
